propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,change,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,savedAd,notes,topNewDevelopment,newDevelopmentHighlight,topPlus,parkingSpace,updateDate,luxuryVisibility,highlight,newDevelopmentFinished
112429339,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/48/e5/1469680641.webp,,12,bj,650.0,"{'price': {'amount': 650.0, 'currencySuffix': '€/mes'}}",duplex,rent,75.0,True,3,2,"Dúplex en Calle Mellados, Casco Histórico - Ollerías - Marrubial, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Casco Histórico - Ollerías - Marrubial,37.8889437,-4.7725246,False,https://www.idealista.com/inmueble/112429339/,783,"Se alquila piso dúplex, de tres habitaciones y un baño, en calle Mellados, entre San Agustín y Huerto Hundido (Casco Histórico de Córdoba) planta baja. En la planta baja nos encontramos con; sala/comedor, cocina, baño y una habitación de matrimonio. En la planta alta; las otras dos habitaciones. A/A frío calor en el salón y en las tres habitaciones. Comunidad incluida en el precio. Agua y luz aparte. Imprescindible solvencia económica demostrable.",False,good,False,False,9.0,{},"{'typology': 'flat', 'subTypology': 'duplex'}","{'title': 'Dúplex en Calle Mellados, Casco Histórico - Ollerías - Marrubial, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112429180,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/ee/ce/1469675072.webp,GA2612,19,1,800.0,"{'price': {'amount': 800.0, 'currencySuffix': '€/mes'}}",flat,rent,111.0,True,4,2,"Piso en Calle Golondrina, Casco Histórico - Corredera - Ribera, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Casco Histórico - Corredera - Ribera,37.8878367,-4.7664399,False,https://www.idealista.com/inmueble/112429180/,1318,"Piso situado en la zona de La Magdalena- Golondrina. Primera planta. Exterior. La vivienda se encuentra SIN AMUEBLAR, estando únicamente amueblada la cocina y los baños. Consta de amplio hall de entrada, cocina con mobiliario (cuenta con frigorífico, horno, vitrocerámica, campana extractora y termo eléctrico) con terraza lavadero y patio de uso propio. Pasillo distribuidor, CUATRO DORMITORIOS (uno de ellos con amplio armario empotrado) y un salón espacioso. Dos cuartos de baño con placa de ducha recién reformados.  Splits de aire acondicionado en salón y en dos de los dormitorios. Edificio con Ascensor. Gastos de comunidad incluidos en el precio. Consumo de agua y recogida de basuras incluido en precio. Suministro de luz aparte. Gastos de Gestión Inmobiliaria por cuenta del arrendador. Fianza Legal: una mensualidad de renta. En cumplimiento al artículo 5º del Decreto 218/05 de 11 de Octubre, por el que se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de vivienda en Andalucía, se informa que se encuentra a disposición de quien lo solicite ficha informativa de este inmueble en nuestra oficina. El precio indicado no tiene fecha de caducidad y puede ser alterado sin previo aviso.",False,good,False,True,7.0,{},{'typology': 'flat'},"{'title': 'Piso en Calle Golondrina, Casco Histórico - Corredera - Ribera, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
108641102,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/c4/c2/1356245648.webp,08196,19,4,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mes'}}",flat,rent,124.0,True,3,2,"Piso en Calle Cruz Conde, Centro, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Centro,37.8873554,-4.7798933,False,https://www.idealista.com/inmueble/108641102/,559,"UBICACION EXCELENTE. PISO CON TERRAZA EN EL CENTRO, CORDOBA. Vivienda cómoda, elegante, práctica y con una ubicación excepcional. Situado en pleno centro de Córdoba, rodeado de servicios, comercios, bancos y en el punto neurálgico de negocios. A solo unos pasos de las Tendillas y El Corte Inglés, con fácil acceso a paradas de autobús y taxis. El edificio, diseñado por el arquitecto Rafael de la Hoz, destaca por su consolidación y solidez por el empleo de nobles materiales como la piedra y el gresite. La vivienda se encuentra en una cuarta planta, lo que le aporta luminosidad. La entrada al portal es amplia. Además, cuenta con portero físico que te garantiza seguridad y tranquilidad. Distribución y calidades del piso: Elegante recibidor antes de entrar en la vivienda; hall de entrada. Cocina independiente con ventana al exterior, totalmente equipada. Dispone de despensa, lavadora nueva y mucho espacio de almacenamiento. Acogedor salón, muy luminoso, con ventanales amplios de techo a suelo y salida a terraza con vistas a la calle.  Zona de noche con tres dormitorios dobles, con armarios empotrados de cuatro hojas. Todos dan al xterior. Dos Baños completos.  Todo el suelo es de mármol -excepto en la cocina- lo que aporta elegancia y confort a cada rincón de la vivienda. Aire acondicionado y calefacción bomba frio calor para toda la vivienda; agua caliente por termo eléctrico; carpintería interior de madera blanca, cierres exteriores de doble acristalamiento, oscilobatientes, de excelente aislante acústico y térmico, gran calidad Kommerling.  El edificio dispone de dos ascensores. Los gastos de comunidad (75€) y suministros agua, basura y luz corren a cargo del inquilino. Dispone de un trastero pequeñito incluido en el precio. No se admiten mascotas.  INFORMACION ADICIONAL: los precios indicados no tienen caducidad pero pueden ser alterados sin previo aviso. Acorde con la nueva ley de vivienda, se solicitará documentos que acrediten solvencia económica. Anualmente, se aplicará la subida del IRAV acorde con la ley de vivienda vigente.",False,good,False,True,9.0,{},{'typology': 'flat'},"{'title': 'Piso en Calle Cruz Conde, Centro, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112428569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/b9/34/1469656468.webp,P-CDS-750,14,,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes'}}",flat,rent,87.0,True,3,1,"Piso en Ciudad Jardín, Córdoba",Córdoba,Córdoba,Ciudad Jardín,es,Ciudad Jardín,37.8816559,-4.786869,False,https://www.idealista.com/inmueble/112428569/,1323,"SE ALQUILA PISO SIN AMUEBLAR EN CIUDAD JARDÍN - LARGA DURACIÓN  Se alquila amplio y luminoso piso sin amueblar, ubicado en una de las zonas más demandadas de Córdoba, Ciudad Jardín, a pocos minutos andando del centro. La vivienda cuenta con una distribución cómoda y funcional, y dispone de 3 amplios dormitorios, ideales tanto para una familia como para quienes busquen una vivienda espaciosa y bien ubicada. El piso dispone de 1 baño completo, un salón amplio y muy luminoso, con grandes ventanales que aportan mucha luz natural durante todo el día. Además, al ser una vivienda exterior, disfruta de preciosas vistas y una agradable sensación de amplitud. La cocina se encuentra equipada, ofreciendo un espacio práctico para el día a día. Los dormitorios destacan por sus amplias dimensiones, proporcionando comodidad y múltiples posibilidades de distribución. Su ubicación es uno de sus principales atractivos: situado en Ciudad Jardín, se encuentra a un paso del centro, rodeado de todo tipo de servicios, supermercados, comercios, restaurantes, zonas de ocio y perfectamente comunicado mediante transporte público. Vivienda ideal para larga duración, especialmente para familias o personas que busquen amplitud, luminosidad y una excelente ubicación. No dejes pasar esta oportunidad y ven a visitarlo.  ref: P-CDS-750.",False,good,False,True,9.0,{},{'typology': 'flat'},"{'title': 'Piso en Ciudad Jardín, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112214300,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/bc/c7/1462470131.webp,12-3106,13,1,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes'}}",flat,rent,80.0,True,2,1,"Piso en Calle Santa Rosa, Santa Rosa - San José, Córdoba",Córdoba,Córdoba,Santa Rosa - Valdeolleros,es,Santa Rosa - San José,37.8953737,-4.7782044,False,https://www.idealista.com/inmueble/112214300/,381,"MAGNIFICA VIVIENDA CON TERRAZA DE 40 METROS. SOLO CURSO ESCOLAR  PROFESORES Y SANITARIOS. Se alquila por un periodo comprendido entre CUATRO Y DIEZ MESES Consta de hall de entrada, salón con salida a terraza de 40 metros. cocina con lavadero, 2 dormitorios y baño. Ascensor Edificio de reciente construcción. En la mejor zona del barrio de Santa Rosa aire acondicionado frio y calor gas natural.  En el precio incluye comunidad. Agua, luz y gas natural aparte.",False,good,False,True,9.0,{},{'typology': 'flat'},"{'title': 'Piso en Calle Santa Rosa, Santa Rosa - San José, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112424608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/3c/d7/1469540080.webp,14260,5,1,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes'}}",flat,rent,60.0,True,3,1,"Piso en Judería - San Basilio, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Judería - San Basilio,37.8765439,-4.784649,False,https://www.idealista.com/inmueble/112424608/,1800,"PISO REFORMADO EN ALQUILER DE TEMPORADA – IDEAL POR TRASLADO LABORAL Se ofrece en alquiler de temporada esta estupenda vivienda, especialmente destinada a personas que necesiten alojamiento durante un periodo determinado por motivos laborales, traslado profesional o estancia temporal en la ciudad. La vivienda se encuentra totalmente reformada, amueblada y equipada, preparada para instalarse desde el primer día sin necesidad de aportar mobiliario ni equipamiento adicional. Cuenta con una distribución cómoda y funcional: *Amplio y luminoso salón. *Cocina completamente equipada. *Tres dormitorios: uno con cama de 1,80 m, otro equipado con dos camas de 90 cm en litera y un tercer dormitorio con cama de 1,05 m. *Baño completo. Balcón exterior. Se trata de un piso muy luminoso, situado en una calle especialmente tranquila, con escaso tráfico de vehículos y en un entorno residencial con vecindad tranquila, perfecto para quienes buscan descanso y comodidad después de la jornada laboral. CONDICIONES DEL ALQUILER El alquiler está destinado exclusivamente a estancias temporales, siendo necesario acreditar el motivo de temporalidad, preferentemente por traslado o desplazamiento laboral. Será imprescindible disponer de contrato de trabajo y aportar las dos últimas nóminas para acreditar solvencia económica. Se solicitará fianza, que será devuelta a la finalización del contrato siempre que la vivienda, mobiliario y equipamiento se entreguen en las mismas condiciones en las que fueron recibidos. El consumo de electricidad será abonado aparte por el arrendatario. Los gastos de comunidad y agua tendrán un coste adicional de 50 € mensuales sobre la renta. No se admiten mascotas. Vivienda para no fumadores. Se requiere solvencia económica demostrable y perfil acorde a las condiciones solicitadas por la propiedad. Una excelente opción para profesionales que busquen una vivienda completamente equipada, reformada y tranquila durante su estancia temporal en la ciudad.",False,good,False,False,12.0,{},{'typology': 'flat'},"{'title': 'Piso en Judería - San Basilio, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
105347825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/12/1b/1469525944.webp,,30,1,630.0,"{'price': {'amount': 630.0, 'currencySuffix': '€/mes'}}",flat,rent,47.0,False,1,1,"Piso en Pasaje Saravia s/n, Centro, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Centro,37.8822881,-4.7812743,True,https://www.idealista.com/inmueble/105347825/,1124,"Apartamento en Alquiler - Centro de Córdoba ¡Descubre tu nuevo hogar en el corazón de Córdoba! Te presentamos este magnífico apartamento de 1 dormitorio, ubicado en una zona privilegiada del centro con acceso inmediato a comercios y transporte público. Con 47 m² construidos y 45 m² útiles, este inmueble ofrece una distribución inteligente y funcional pensada para tu comodidad. El salón es amplio y luminoso, equipado con un práctico mueble de cama abatible que te permite optimizar el espacio. La cocina está totalmente equipada y lista para usar, facilitando tu día a día. El dormitorio es de generosas dimensiones con cama de matrimonio y cuenta con baño en suite integrado, proporcionando privacidad y confort. Dispone de tres armarios empotrados estratégicamente distribuidos: dos en el dormitorio y uno en la entrada, ofreciendo abundante espacio de almacenaje. Ubicado en la primera planta con ascensor, este apartamento interior goza de una excelente orientación Sur-Este que inunda los espacios de luz natural. Cuenta con terraza lavadero ideal para tender la ropa y tiene azotea comunitaria, además de un balcón adicional. A pesar de su ubicación céntrica, disfruta de un excelente aislamiento acústico que garantiza tranquilidad y calidad de vida, con vista a un precioso patio comunitario de gran tranquilad. Equipado con aire acondicionado y calefacción eléctrica centralizado, para mantener una temperatura agradable durante todo el año. La renta mensual es de solo 630 €, incluyendo comunidad, agua y basura. Se requiere nómina, perfil laboral y avalista si fuese necesario. No se admiten mascotas. ¡No dejes pasar esta oportunidad! Contacta con nosotros hoy mismo.",False,good,False,True,13.0,{},{'typology': 'flat'},"{'title': 'Piso en Pasaje Saravia s/n, Centro, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112423342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/6a/a4/1469509799.webp,,7,1,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mes'}}",flat,rent,133.0,True,4,2,"Piso en Avenida Guerrita, Zoco - Poniente, Córdoba",Córdoba,Córdoba,Zoco - Poniente - Vistalegre,es,Zoco - Poniente,37.8746546,-4.8004547,False,https://www.idealista.com/inmueble/112423342/,2646,"No se cobran gastos de inmobiliaria. Contactar en el 642812761 Amplio y luminoso piso de 133 metros cuadrados construidos en el barrio del Zoco. Vivienda totalmente exterior, muy luminosa y con excelente distribución, ubicada en una zona tranquila y consolidada, rodeada de zonas verdes. Características principales:  Superficie: 133 m² construidos.  Salón: Espacioso, con acceso directo a una agradable terraza exterior con vistas despejadas a un parque y áreas ajardinadas.  4 Dormitorios con armarios empotrados:  1 dormitorio principal con cama de 135 cm.  3 dormitorios amplios equipados con camas de 105 cm.  Baños: 2 baños completos.  Cocina: Totalmente equipada con horno, microondas y lavavajillas.  Lavadero: Terraza/lavadero independiente anexa a la cocina con lavadora.  Calidades: Suelos de mármol en toda la vivienda y carpintería en buen estado. Ubicación y servicios:  A 200 metros de supermercado Mercadona.  A 400 metros del Hospital Quirón.  Entorno rodeado de parques, transporte público, colegios y todo tipo de servicios a pie. Listo para entrar a vivir. Ideal para estudiantes y docentes por su cercanía a la universidad de Magisterio y Medicina.",False,good,False,True,9.0,{},{'typology': 'flat'},"{'title': 'Piso en Avenida Guerrita, Zoco - Poniente, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112422247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/10/1d/1469469914.webp,P-505,33,1,990.0,"{'price': {'amount': 990.0, 'currencySuffix': '€/mes'}}",flat,rent,158.0,True,4,2,"Piso en Ciudad Jardín, Córdoba",Córdoba,Córdoba,Ciudad Jardín,es,Ciudad Jardín,37.8840276,-4.7930812,False,https://www.idealista.com/inmueble/112422247/,1454,"Magnífico piso exterior amueblado, ideal para familias (no se admiten estudiantes). Climatizado frío-calor. Consta en zona de día de amplio hall de entrada con armario empotrado, cocina office recién reformada y perfectamente equipada con todos los electrodomésticos (incluido lavavajillas y televisión), despensa y terraza lavadero, gran salón comedor independiente con terraza, comunicado con habitación para salita separada por puerta corredera, y otra habitación para despacho. En zona de noche cuenta con 3 amplios dormitorios, el principal con gran armario empotrado y baño en suite recién reformado con placa de ducha; las otras dos habitaciones dobles con armario empotrado cada una, otro baño completo en pasillo. Zona con todos los servicios (supermercados, colegios, comercios varios). A 5 minutos andando de la estación de AVE y del centro de la ciudad. Incluye en el precio los gastos de comunidad y recibo de agua. Opción de garaje en el mismo edificio. Para ampliar información o concertar una visita contacte en el 6.9. 3.2. 4.6. 3.4. 1. o envíe un correo con sus datos y le atenderemos a la mayor brevedad. Gracias.",False,good,False,True,6.0,{},{'typology': 'flat'},"{'title': 'Piso en Ciudad Jardín, Córdoba'}",False,False,False,False,{},[],False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",2026-09-01,,,
112421921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/ce/be/1469456748.webp,00138,14,2,650.0,"{'price': {'amount': 650.0, 'currencySuffix': '€/mes'}}",flat,rent,85.0,True,3,1,"Piso en El Cairo, Córdoba",Córdoba,Córdoba,Levante - Lepanto - Fátima,es,El Cairo,37.8938624,-4.7539193,False,https://www.idealista.com/inmueble/112421921/,2322,"¡Descubre tu nuevo hogar en la zona de Levante! � Este magnífico piso de 65 m2 es ideal para quienes buscan comodidad y calidad. Con *3 habitaciones luminosas y *1 baño reformado, este espacio exterior ofrece un ambiente acogedor que te hará sentir como en casa desde el primer momento. Situado en una ubicación privilegiada, estarás a solo unos pasos de todos los servicios necesarios para el día a día: supermercados, colegios y transporte público al alcance de tu mano ��. Además, disfrutarás del encanto del vecindario con parques cercanos perfectos para pasear o hacer ejercicio ��♂️. No pierdas esta oportunidad única de vivir en una de las zonas más demandadas ��; ven a visitarlo hoy mismo  El precio anunciado, no tiene caducidad, pero pueden ser alterados sin previo aviso, y NO incluye ni impuestos ni otros gastos asociados a la compraventa que deben ser sumados al precio de compra. De conformidad con lo dispuesto en el art 20.1 del TRLDCU, de Ley 10/2025, de 26 de diciembre, el precio del inmueble SE INCREMENTARÁ en los siguientes importes: IMPUESTO A CARGO DEL COMPRADOR En ITP sobre el mayor sobre el mayor de los valores entre el precio de venta o el de referencia catastral oscilando entre el 3.5% y el 7% en función de las condiciones del comprador, todo ello de acuerdo en el Real Decreto Legislativo 1/1993, de 24 de septiembre. NOTARIA Y REGISTRO: Son gastos sometidos a arancel, según el Real Decreto 1426/1989, de 17 de noviembre, por el que se aprueba el Arancel de los Notarios y Real Decreto 1427/1989, de 17 de noviembre, por el que se aprueba el Arancel de los Registradores de la Propiedad respectivamente. HONORARIOS PROFESIONALES DE LA AGENCIA INMOBILIARIA: No incluidos en el precio de compra y su importe a cargo del comprador será de un 2% del precio final de venta más el 21% de IVA con un mínimo de 3.500 € más el 21% de IVA. Y de una mensualidad de renta en caso de alquiler (exento en los alquileres con destino de vivienda permanente) más el 21% de IVA, estos honorarios no están incluidos en el precio publicado. Dicho importe se abonará en concepto de honorarios, por la prestación de servicios relacionados con la formalización, asesoramiento y gestión documental de la compraventa. FINANCIACION: disponemos de asesoramiento financiero gratuito.",False,good,False,True,8.0,{},{'typology': 'flat'},"{'title': 'Piso en El Cairo, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
112421177,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/0b/80/1469429628.webp,10-LF015,13,4,850.0,"{'price': {'amount': 850.0, 'currencySuffix': '€/mes'}}",flat,rent,78.0,True,3,1,"Piso en Noreña - Turruñuelos, Córdoba",Córdoba,Córdoba,Noreña - Figueroa,es,Noreña - Turruñuelos,37.8899963,-4.8004317,False,https://www.idealista.com/inmueble/112421177/,1784,"Este precioso piso de VPO en alquiler, semiamueblado y listo para habitar, se encuentra ubicado a escasos metros del emblemático Palacio de Justicia. La propiedad cuenta con una distribución óptima que incluye un amplio salón ideal para el descanso y la convivencia familiar, así como una cocina equipada que facilita las tareas diarias. Además, dispone de tres dormitorios acogedores y bien iluminados donde podrá disfrutar de momentos agradables en compañía o descansar después de un largo día. El baño es funcional y está diseñado pensando en su comodidad diaria. La luminosidad es uno de los aspectos más destacados: todas las estancias cuentan con ventanas amplias que permiten la entrada abundante de luz natural durante todo el día. Esto no solo aporta calidez al ambiente sino también contribuye a crear un hogar agradablemente ventilado. Para mayor conveniencia, el alquiler también incluye cochera privada; lo cual resulta ser una ventaja significativa considerando la ubicación estratégica del inmueble cerca del centro judicial e importantes vías urbanas. No pierda esta oportunidad única; contáctenos hoy mismo para concertar una visita.  *Información adicional: Para cumplir con la normativa vigente tenemos a disposición del cliente el Documento de Información Abreviada D. I. A. Los precios indicados no tienen caducidad, pero pueden ser alterados sin previo aviso.  **Para inmuebles en venta: Los gastos de la compra según Ley (Notaria, Registro e Impuestos) no están incluidos. El mobiliario que aparece en las fotografías no está incluido. Los Honorarios de la agencia no están incluidos. *** Para inmuebles en alquiler: Los Honorarios de la agencia no están incluidos. Vivienda de uso estable y permanente, exentas de honorarios por parte del inquilino.",False,good,False,True,11.0,{},{'typology': 'flat'},"{'title': 'Piso en Noreña - Turruñuelos, Córdoba'}",False,False,False,False,{},[],False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2026-09-01,,,
108515536,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/64/67/1347211719.webp,,17,6,1000.0,"{'price': {'amount': 1000.0, 'currencySuffix': '€/mes'}}",flat,rent,110.0,True,3,2,"Piso en Ronda de los Tejares, El Vial - Ronda de Tejares, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,El Vial - Ronda de Tejares,37.8891386,-4.7828644,False,https://www.idealista.com/inmueble/108515536/,423,"  Piso de 110 m² Reformado en Zona Céntrica - ¡Listo para Vivir! Descubre este magnífico piso de 110 m² totalmente reformado y en excelente estado, ubicado en una zona privilegiada con todos los servicios a tu alcance. Supermercados, transporte público y comercios están a solo unos pasos de tu puerta. Este es el hogar que estabas buscando.  Distribución y Espacios El piso cuenta con 3 dormitorios amplios y luminosos, perfectos para toda la familia. Cada uno dispone de armarios empotrados que te ofrecen un almacenamiento práctico y funcional. El salón independiente es acogedor y muy luminoso, ideal para disfrutar en familia. Además, dispone de 2 cuartos de baño independientes completamente equipados, lo que facilita la convivencia diaria.  Comodidades y Servicios La cocina está totalmente amueblada y equipada con electrodomésticos modernos de última generación. El inmueble cuenta con calefacción eléctrica y aire acondicionado, garantizando tu confort durante todo el año. La orientación sur y este asegura una excelente entrada de luz natural en todas las estancias.  Ubicación y Accesibilidad Situado en la planta 6 exterior, este piso ofrece vistas despejadas y mucha claridad. El edificio dispone de ascensor con medidas asequibles y portero físico con servicio diario, brindándote seguridad y comodidad. La plaza de garaje incluida en el precio completa esta oferta excepcional. SIN COSTE POR LA GESTION DE LA INMOBILIARIA POR LA PARTE DE LOS INQUILINOS. ¡No esperes más, este piso es perfecto para ti!",False,good,False,True,9.0,{},{'typology': 'flat'},"{'title': 'Piso en Ronda de los Tejares, El Vial - Ronda de Tejares, Córdoba'}",False,False,False,False,{},[],False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2026-09-01,,,
109567615,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/94/75/1378655074.webp,ES - Córdoba Tendillas,10,3,1700.0,"{'price': {'amount': 1700.0, 'currencySuffix': '€/mes'}}",studio,rent,25.0,True,0,1,"Estudio en malaga, 2, El Vial - Ronda de Tejares, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,El Vial - Ronda de Tejares,37.8893025,-4.7792753,True,https://www.idealista.com/inmueble/109567615/,353,"El apartahotel **Líbere Córdoba Tendillas** es un enclave excepcional para sumergirse en la riqueza de Córdoba. Estratégicamente situados en la Plaza de las Tendillas, ofrecen una experiencia única al fusionar comodidad moderna con la autenticidad histórica de la ciudad. Estos apartamentos, **totalmente equipados** capturan la esencia de la vida cordobesa, con interiores modernos y servicios de calidad. Además, su proximidad a las emblemáticas calles comerciales y su fácil acceso a puntos culturales clave hacen de este lugar un punto de partida ideal para explorar la belleza y la historia que Córdoba tiene para ofrecer. El apartamento está climatizado y lleva incorporada la última tecnología: check in y check out online, Wi-Fi y Smart TV.  El precio incluye servicios adicionales como la limpieza del apartamento, cambio de textiles y hasta 150€ de suministros. Información adicional: Las mascotas son bienvenidas. Es necesario comunicarlo previamente para confirmar el suplemento por mascota La estancia mínima es de 1 mes y la estancia máxima disponible es de 11 meses.",False,good,False,True,68.0,{},"{'typology': 'flat', 'subTypology': 'studio'}","{'title': 'Estudio en malaga, 2, El Vial - Ronda de Tejares, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
111322293,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/41/81/1432822130.webp,,20,1,790.0,"{'price': {'amount': 790.0, 'currencySuffix': '€/mes'}}",flat,rent,80.0,True,2,1,"Piso en Osario s/n, Centro, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Centro,37.887617,-4.7794922,True,https://www.idealista.com/inmueble/111322293/,534,"¡Descubre este luminoso piso exterior en primera planta, situado en una ubicación privilegiada junto a la Calle Cruz Conde! Con una superficie de 80 m² construidos, este hogar ha sido reformado con un diseño funcional y moderno que te encantará. El amplio salón de concepto abierto se convierte en el lugar perfecto para relajarte o recibir visitas, mientras que la terraza cerrada y amueblada añade un toque especial para disfrutar del aire libre. La cocina, totalmente equipada con un lavavajillas a estrenar, hará que cocinar sea un placer. El dormitorio principal cuenta con un gran armario empotrado, ideal para organizar tus pertenencias, y el segundo dormitorio individual, equipado con una cama de 1,05 m, es perfecto para invitados o como espacio de trabajo. El baño moderno, con plato de ducha, completa este atractivo piso. Alquiler completamente amueblado y con la comunidad incluida en el precio, lo que significa que no tendrás sorpresas al final del mes. La calefacción por bomba de frío/calor y el aire acondicionado garantizan tu confort durante todo el año. Este espacio moderno y perfectamente conectado es ideal para parejas o para aquellos que buscan un alquiler de larga estancia. ¡No pierdas la oportunidad de vivir en este maravilloso piso!",False,good,False,False,10.0,{},{'typology': 'flat'},"{'title': 'Piso en Osario s/n, Centro, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
108884953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/53/84/1357913558.webp,,25,2,600.0,"{'price': {'amount': 600.0, 'currencySuffix': '€/mes'}}",flat,rent,56.0,False,2,1,"Piso en Calle Infanta Doña María, 80, Ciudad Jardín, Córdoba",Córdoba,Córdoba,Ciudad Jardín,es,Ciudad Jardín,37.8785457,-4.7909278,True,https://www.idealista.com/inmueble/108884953/,1797,"¡Tranquilidad y comodidad te esperan! Piso amueblado en alquiler con todo incluido. Descubre este encantador piso de 57 m² en una ubicación privilegiada, en la esquina de Infanta doña María y Avenida del Aeropuerto. Disfruta de la paz y tranquilidad que ofrece esta segunda planta sin ascensor, ideal para desconectar del ajetreo diario. Además, tendrás todo lo que necesitas a un paso, gracias a la gran cantidad de servicios en la zona. La vivienda se entrega totalmente amueblada (tal y como se aprecia en las fotografías), distribuida en un acogedor salón, dos dormitorios, cocina equipada y un baño con placa de ducha. Para tu máximo confort, cuenta con un split de aire acondicionado (frío y calor) nuevo en el salón. Olvídate de preocupaciones con un precio de 600 € mensuales, que ya incluye los gastos de comunidad y agua.  ¡Todo en uno! Alquiler para larga temporada. Por favor, ten en cuenta que no se permite la tenencia de animales.",True,good,False,False,11.0,{},{'typology': 'flat'},"{'title': 'Piso en Calle Infanta Doña María, 80, Ciudad Jardín, Córdoba'}",False,False,False,False,{},[],False,False,False,,2026-09-01,,,
111131796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/bf/1f/1397493021.webp,saravia1,22,1,695.0,"{'price': {'amount': 695.0, 'currencySuffix': '€/mes'}}",flat,rent,60.0,True,2,1,"Piso en Pasaje Saravia, Centro, Córdoba",Córdoba,Córdoba,Centro - Casco Histórico,es,Centro,37.882214,-4.7801186,False,https://www.idealista.com/inmueble/111131796/,1129,"* NO SE ACEPTAN MASCOTAS * * SOLO PAREJAS O INDIVIDUAL *  En pleno centro de Córdoba, en una ubicación prime difícil de encontrar hoy en día, se sitúa este piso acogedor que sorprende por su tranquilidad. Ubicado dentro de un pasaje sin tráfico ni ruidos, con un agradable patio central, la vivienda ofrece una sensación de calma y privacidad poco habitual en el corazón de la ciudad. El edificio dispone de ascensor y la vivienda cuenta con una distribución cómoda y equilibrada. Dispone de dos dormitorios exteriores, amplios y luminosos, uno de ellos con armario empotrado. El baño es completo, equipado con bidé, placa de ducha y extractor de ventilación. La cocina lineal, con ventana, permite una ventilación natural que evita olores y facilita el uso diario. El salón, amplio y muy acogedor, ofrece espacio suficiente para diferenciar zona de estar y comedor, convirtiéndose en el corazón de la vivienda.",True,good,False,True,12.0,{},{'typology': 'flat'},"{'title': 'Piso en Pasaje Saravia, Centro, Córdoba'}",False,False,True,False,{},[],False,False,False,,2026-09-01,,,
